codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre
SICM-520-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=-iJQ8k5CvmQfx1zeg9qQp-0T0d0ivK_njU_1mJ7_7FI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TENOFOVIR + EMTRICITABINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 300 MG + 200 MG - PRESENTACIÓN COMERCIAL: CAJA X FRASCO,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.43854,2022-06-23 08:00:00,First 2022
SICM-503-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=O5SAk6WjnFJzT_em3pq1ryS5JP2dMGSB3bs5jHae_Qw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MEGLUMINA ANTIMONIATO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 300 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 5 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$3.79707,2022-06-23 08:00:00,First 2022
SICM-504-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VDWkpDqBVEYyEYfM8L9wEsO-wT5MLUOYJLi137FTA7U,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MESALAZINA - FORMA FARMACÉUTICA: SÓLIDO ORAL POLVO - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X SOBRES/SACHETS,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.30837,2022-06-23 08:00:00,First 2022
SICM-505-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rfFXmrXBGSEbdYPIATTQWnLrr7SJyZdEmMSnZJcNIsg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: METILDOPA LEVÓGIRA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.07069,2022-06-23 08:00:00,First 2022
SICM-506-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Sf3w7qm6SQWAx7A5lZ6xx47T3zKjsP2DH0MIa69LaBE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: METILDOPA LEVÓGIRA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.21207,2022-06-23 08:00:00,First 2022
SICM-507-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=iSSAwHaOadrYpsC2ikszwWgr9_I_jS1-uRXHvvTE0ig,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: METILERGOMETRINA O G02AB03 ERGOMETRINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL  - CONCENTRACIÓN: 0,2 MG/ML  - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 1 ML",Desierto,PICHINCHA / QUITO,$0.33063,2022-06-23 08:00:00,First 2022
SICM-521-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XGsimSEjqDJ57Od0bB_DM06ZAC7F_BIXapGXgtBOpHQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TENOFOVIR + EMTRICITABINA + EFAVIRENZ - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 300 MG + 200 MG + 600 MG - PRESENTACIÓN COMERCIAL: CAJA X FRASCO,Desierto,PICHINCHA / QUITO,$0.33325,2022-06-23 08:00:00,First 2022
SICM-522-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KkTu9rrKdfhU5o54Dea2VUTtPoMmqeShogE09MEjZSM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: RITONAVIR - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Desierto,PICHINCHA / QUITO,$0.40000,2022-06-23 08:00:00,First 2022
SICM-508-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=PyUN6MigxS5_oYVMKJdksoZOTj1xtk-JfVK_8ZJoB8o,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MORFINA - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 20 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 60 ML MÍNIMO CON DOSIFICADOR,Desierto,PICHINCHA / QUITO,$11.52800,2022-06-23 08:00:00,First 2022
SICM-509-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=AMyUTKFQXKqVkTSbPU0Nw6pWsMNkLBtWi-nAcMZE8jI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MORFINA - FORMA FARMACÉUTICA: SÓLIDO ORAL LIBERACIÓN PROLONGADA - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.69887,2022-06-23 08:00:00,First 2022
SICM-523-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rxT960W0e81Lo59fVc9slw8QTzNuWYr7-SmI4O1W778,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MAGALDRATO CON SIMETICONA HIDRÓXIDO DE AL Y MG - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: CAJA X FRASCO/FRASCO X 150 ML MÍNIMO CON DOSIFICADOR,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.76078,2022-06-23 08:00:00,First 2022
SICM-510-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3Y4SRVTwv8Oug3tzwFzLVFxbitHglJOsrknRWSbCI2Y,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MORFINA - FORMA FARMACÉUTICA: SÓLIDO ORAL LIBERACIÓN PROLONGADA - CONCENTRACIÓN: 60 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$2.12813,2022-06-23 08:00:00,First 2022
SICM-524-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=NPAp3kAU31TNK9f-3jNffjKS_RNRqhXTrgFO5kqNYRE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: IVERMECTINA - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 6 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML -MÍNIMO-,Desierto,PICHINCHA / QUITO,$0.22270,2022-06-23 08:00:00,First 2022
SICM-525-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=m11xHX_hCjmNGXnIafRN9Y3gQEnvfI57P1SLJhbhx_s,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DIAZEPAM - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL:  CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.09000,2022-06-23 08:00:00,First 2022
SICM-511-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=0pzv3Gf-s4e9nqdp0HuR0IeUAMkCXjy41oHFwqZIE_E,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PERMETRINA - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 1 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 30 G MÍNIMO,Desierto,PICHINCHA / QUITO,$2.30062,2022-06-23 08:00:00,First 2022
SICM-512-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=uhoj6H3Fd2BFlVYMCD2RPr4fBQM8IqTcfDyb9QCXdmE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PERTUZUMAB - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 30 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL X 14 ML,Desierto,PICHINCHA / QUITO,$2000.83000,2022-06-23 08:00:00,First 2022
SICM-526-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=DY_Lzrwv3d_G3is-IIyWtSQyUKhcjijepmo7mwQLmT0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PROPRANOLOL - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL:  CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.04221,2022-06-23 08:00:00,First 2022
SICM-513-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Ucgemg0DdiOEsKskahXMXr2dyjnlQQkHn_bj0rGtu7Y,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: PREDNISOLONA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN: 0,12 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML MÍNIMO",Desierto,PICHINCHA / QUITO,$3.74715,2022-06-23 08:00:00,First 2022
SICM-527-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Fwyut_0e6i9hu1CB83FVtRWbmPkZtuDf0Um4b3tGafw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: METILPREDNISOLONA - ACETATO- - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 40 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 1 ML,Suspendido,PICHINCHA / QUITO,$4.06000,2022-06-23 08:00:00,First 2022
SICM-528-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=_pfHSEb-KqrwJjPNoIEifHKQdugbtXOBb-SL-i5F4R0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: OLIGOELEMENTOS - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL  - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 10 ML,Desierto,PICHINCHA / QUITO,$2.51250,2022-06-23 08:00:00,First 2022
SICM-469-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=TGqTzlOHIJuJAa9an_IJHtexIm4ROLW_OwRU-0jiOyw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BETAMETASONA - FORMA FARMACÉUTICA: LÍQUIDO CUTÁNEO - CONCENTRACIÓN: 0,05 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 60 ML MÍNIMO",Desierto,PICHINCHA / QUITO,$4.07778,2022-06-22 08:00:00,First 2022
SICM-470-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XIaqPocTdT7LdRMhhOzstYFyD6Wz2iKjaOboTRO0ljE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BUPRENORFINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,3 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 1 ML",Desierto,PICHINCHA / QUITO,$3.30224,2022-06-22 08:00:00,First 2022
SICM-471-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=bDqFte0aIh7Fmf0qD_t6tGNR-46VHlvGtB6Ja7G6CZs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BUPRENORFINA - FORMA FARMACÉUTICA: SÓLIDO CUTÁNEO PARCHE TRANSDÉRMICO - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X PARCHE/PARCHES,Adjudicado otros oferentes,PICHINCHA / QUITO,$10.16600,2022-06-22 08:00:00,First 2022
SICM-484-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=1XiJIBwCdN16YWc8lPEoc8I5HjgT0SGSL6i_CojSsEw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FENOBARBITAL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 60 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 2 ML,Desierto,PICHINCHA / QUITO,$0.42000,2022-06-22 08:00:00,First 2022
SICM-472-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=CsW8lliBEKGS9X9zL-V1BBZc96J1024UTROZ4o2eTnc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CETUXIMAB - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 5 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES X 100 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$1817.74727,2022-06-22 08:00:00,First 2022
SICM-485-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=L2yTKpYbn3X9nQEgIp635No8agFKXB53EQAMyvg7a4o,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FENOBARBITAL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.06356,2022-06-22 08:00:00,First 2022
SICM-473-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=NQeTUPzNkmZ1EVXSfV5TCqYhlhq11N1xh5UPbRpFlGs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CETUXIMAB - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 5 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES X 20 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$360.00000,2022-06-22 08:00:00,First 2022
SICM-474-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Je8iG8C0hpYea_WnbFimTCgR_8wuFo1LvOZeGzmMcXA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLOBAZAM - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.12320,2022-06-22 08:00:00,First 2022
SICM-475-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=bs4RIZkJjEgMvrWlSaNPdZiS8A3Abj2vBk09lMbCGQQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: COMPLEJO B: TIAMINA VITAMINA B1 - PIRIDOXINA VITAMINA B6 -CIANOCOBALAMINA VITAMINA B12 - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN: * 200 MG * 50 MG * 0,030 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DILUYENTE / CAJA X VIAL-ES",Desierto,PICHINCHA / QUITO,$0.95937,2022-06-22 08:00:00,First 2022
SICM-476-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=zRFnV-p2NM60fkceYNsotyAgcHf3P69_wi9JP5C5_Xg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: DACTINOMICINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 0,5 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL",Adjudicado oferente ganador,PICHINCHA / QUITO,$17.00000,2022-06-22 08:00:00,First 2022
SICM-486-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=OPktQ12-Z3siaOf9CGCYsFgmUeYIUCz_FjtN5QA-Z4c,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FLUTICASONA - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN: 250 MCG - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 120 DOSIS MÍNIMO,Adjudicado otros oferentes,PICHINCHA / QUITO,$11.74245,2022-06-22 08:00:00,First 2022
SICM-477-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=p0W89hSF7o88EZWCcZ1uqk1ERZ07S_fMcDN7wc9CwdY,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DESMOPRESINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 15 MCG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 1 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$14.09700,2022-06-22 08:00:00,First 2022
SICM-478-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=DvxjY8NoNoAKdhmOVK-mVnnP2PpvkqTxQd6tyVfb3i0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: EFEDRINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 60 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 1 ML,Desierto,PICHINCHA / QUITO,$0.34000,2022-06-22 08:00:00,First 2022
SICM-487-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KyEd03nWF4HBkZIxVICb0WfE7Xb99szBtq2bD-AYRfg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FOLINATO CÁLCICO LEUCOVORINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 15 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.26451,2022-06-22 08:00:00,First 2022
SICM-479-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=-p8uKZAxxS1sXfXqUn_Rw3g69QvEwzOu7UJzSMC2T18,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ESPIRAMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 3 000 000 UI - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.78723,2022-06-22 08:00:00,First 2022
